id,doi
id:20230524_REU-ermitage_UAV-02_4,doi:10.5281/zenodo.10037633
id:20230524_REU-ermitage_UAV-02_2,doi:10.5281/zenodo.10037635
id:20230705_REU-ermitage_UAV-02_1,doi:10.5281/zenodo.10037640
id:20230524_REU-ermitage_UAV-02_3,doi:10.5281/zenodo.10037645
id:20230802_REU-ermitage_UAV-02_1,doi:10.5281/zenodo.10037649
id:20230524_REU-ermitage_UAV-02_1,doi:10.5281/zenodo.10037659
